GameIndex,Date,Color,Opponent,Outcome,TimeControl,Termination,PlyIndex,Phase,MoveUCI,EvalBeforeCP,EvalAfterCP,RawCPLoss,CPLoss,MoveLabel,MoveNumber,SideToMove,MoveSAN,FENBefore,MoveTypeV1,SANTypeV1,BoardZoneV1,PhaseLabelV1,BlunderClassV2
191,2026.03.16,White,Gitanazo,Win,180+2,KatsMeow23 won on time,23,Middlegame,b2b4,172,-399,571,571,Blunder,12,White,b4,r2qk2r/pp3p1p/n1p1p1pb/2Pp1b2/3Pn3/P1N1PN2/1PB2PPP/R1BQ1RK1 w kq - 3 12,Pawn move,Non-capture,Queenside-related,Early middlegame blunder,Pawn structure / push blunder
192,2026.03.16,Black,Dancing_Rat1234,Win,180+2,KatsMeow23 won by checkmate,28,Middlegame,e8g8,125,-280,405,405,Blunder,14,Black,O-O,r2qk2r/3p1ppp/bpn1p3/p3P3/1b1PB3/1R3N2/2P2PPP/2BQR1K1 b kq - 5 14,Castling,Castling,Kingside-related,Early middlegame blunder,Castling blunder
192,2026.03.16,Black,Dancing_Rat1234,Win,180+2,KatsMeow23 won by checkmate,76,Middlegame,f3c6,9996,539,9457,1000,Blunder,38,Black,Qxc6,8/6pk/2P4p/8/5r2/5q2/Q4P2/4K3 b - - 3 38,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,34,Middlegame,g6f5,167,-502,669,669,Blunder,17,Black,Qf5,r3k2r/p4ppp/1p2p1q1/2p1n3/3pN2b/3P1P1P/PPPB1P2/R2Q1KR1 b kq - 3 17,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,68,Endgame,a6a1,522,-187,709,709,Blunder,34,Black,Ra1+,4r3/p4R2/r5p1/2pkbp1p/1p1p4/1P1P1P1P/2PQ1PR1/5K2 b - - 0 34,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,72,Endgame,f4e3,564,179,385,385,Blunder,36,Black,Bxe3,4r3/p4R2/6p1/2pk1p1p/1p1p1b2/1P1PQP1P/2P1KPR1/r7 b - - 4 36,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,80,Endgame,a1h1,9999,-2,10001,1000,Blunder,40,Black,Rh1,8/5R2/p7/2pk1pRp/1p1p4/1P1P1r1P/2PK4/r7 b - - 1 40,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,82,Endgame,h1h2,9999,309,9690,1000,Blunder,41,Black,Rh2+,8/5R2/p7/2pk1p1R/1p1p4/1P1P1r1P/2PK4/7r b - - 0 41,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
195,2026.03.16,Black,Blacksunshine2200,Win,1/86400,KatsMeow23 won by checkmate,14,Opening,g8h6,503,0,503,503,Blunder,7,Black,Nh6,r1bqkbnr/pp1p1ppp/4p3/2pN4/2B1PQ2/8/PP1P1PPP/n1B2KNR b kq - 1 7,Piece move,Non-capture,Kingside-related,Opening blunder,Quiet move blunder
195,2026.03.16,Black,Blacksunshine2200,Win,1/86400,KatsMeow23 won by checkmate,60,Endgame,f6e6,9994,1221,8773,1000,Blunder,30,Black,Qe6+,3r1b1r/p1k3pp/5q2/1n6/5Pn1/8/PP1BK1PP/7R b - - 1 30,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
196,2026.03.17,Black,manicmoist,Loss,180+2,manicmoist won on time,78,Endgame,c7c1,482,-9998,10480,1000,Blunder,39,Black,Rxc1,6k1/2rp1ppp/6r1/3P4/5K2/R4P2/5P2/2B5 b - - 0 39,Pawn move,Capture,Queenside-related,Endgame blunder,Unsafe capture
198,2026.03.17,White,alejandrafraperu,Win,180+2,KatsMeow23 won by resignation,23,Middlegame,d1b3,667,333,334,334,Blunder,12,White,Qb3,r3kb1r/2p2pp1/pp2pn1p/1qPpN3/3P4/4P3/PP1N1PPP/R1BQK2R w KQkq - 3 12,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
198,2026.03.17,White,alejandrafraperu,Win,180+2,KatsMeow23 won by resignation,65,Middlegame,d2c3,62,-244,306,306,Blunder,33,White,Bxc3,8/2pr2k1/2r1p2R/4P3/4P3/2pp4/P2B2PP/3R2K1 w - - 2 33,Pawn move,Capture,Queenside-related,Middlegame blunder,Unsafe capture
199,2026.03.17,Black,ritwik_19,Loss,180+2,ritwik_19 won on time,80,Endgame,g5f6,394,-4,398,398,Blunder,40,Black,Kf6,8/8/1r2p3/1b4k1/3PK3/4P3/1R3P2/8 b - - 0 40,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
200,2026.03.17,White,mikeleung,Win,180+2,KatsMeow23 won on time,27,Middlegame,f1f2,301,-84,385,385,Blunder,14,White,Rf2,r4rk1/p1qn1ppp/2p1pn2/3pP3/5Pb1/2N1P3/PP2B2P/R1BQ1RK1 w - - 0 14,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
202,2026.03.16,Black,ElreydelosLulos,Win,1/86400,KatsMeow23 won by resignation,72,Endgame,f3b3,898,594,304,304,Blunder,36,Black,Rxb3,r5k1/pp6/n2p4/2pP4/2P5/PP3rq1/4R1P1/R5K1 b - - 1 36,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
203,2026.03.17,Black,viandomanarisip,Win,180+2,KatsMeow23 won by checkmate,26,Middlegame,e8g8,600,279,321,321,Blunder,13,Black,O-O,r1bqk2r/5ppp/p1p1p3/1p2B3/2PPn3/2b1P3/P2N1PPP/1RQ1KB1R b Kkq - 3 13,Castling,Castling,Kingside-related,Early middlegame blunder,Castling blunder
203,2026.03.17,Black,viandomanarisip,Win,180+2,KatsMeow23 won by checkmate,62,Middlegame,f4f3,783,439,344,344,Blunder,31,Black,f3,5rk1/3b2pp/pb6/1p2B3/3P1pPP/3B3K/P4r2/7R b - - 0 31,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
204,2026.03.17,Black,Adilson1989,Win,180+2,KatsMeow23 won by checkmate,94,Endgame,e2a2,9999,735,9264,1000,Blunder,47,Black,Rxa2,6r1/8/p7/3k3p/5P1K/3P4/P3r2P/8 b - - 0 47,Pawn move,Capture,Queenside-related,Endgame blunder,Unsafe capture
206,2026.03.17,White,Jilnicki,Win,180+2,KatsMeow23 won by checkmate,69,Middlegame,c5b5,529,-102,631,631,Blunder,35,White,Qxb5,r3r1k1/2P3pp/8/1pQ5/2b1P3/3p1P2/1p1R2PP/5RK1 w - - 0 35,Piece move,Capture,Queenside-related,Middlegame blunder,Unsafe capture
206,2026.03.17,White,Jilnicki,Win,180+2,KatsMeow23 won by checkmate,99,Middlegame,e6e7,-6,-325,319,319,Blunder,50,White,e7,4k3/R5pp/4P3/8/5K2/5PP1/7r/5b2 w - - 0 50,Piece move,Non-capture,Central-related,Middlegame blunder,Quiet move blunder
206,2026.03.17,White,Jilnicki,Win,180+2,KatsMeow23 won by checkmate,111,Endgame,e8e6,9992,825,9167,1000,Blunder,56,White,Qe6+,R3Q3/6pp/3K1k2/8/8/6r1/8/5b2 w - - 1 56,Piece move,Non-capture,Central-related,Endgame blunder,Endgame conversion/collapse
207,2026.03.18,Black,loopiing,Loss,900+10,loopiing won by resignation,48,Middlegame,g8g7,0,-338,338,338,Blunder,24,Black,Kg7,r1b2rk1/2qpb3/p4p2/4p1p1/3pN1nN/PB6/1P1Q1PP1/R4RK1 b - - 1 24,Piece move,King move,Kingside-related,Middlegame blunder,Unsafe king move
207,2026.03.18,Black,loopiing,Loss,900+10,loopiing won by resignation,54,Middlegame,d7d5,-382,-9997,9615,1000,Blunder,27,Black,d5,r4r2/1bqpN2k/p4p2/4p1p1/3pN1n1/PB1Q4/1P3PP1/R4RK1 b - - 2 27,Pawn move,Non-capture,Central-related,Middlegame blunder,Pawn structure / push blunder
207,2026.03.18,Black,loopiing,Loss,900+10,loopiing won by resignation,72,Endgame,d8e8,194,-466,660,660,Blunder,36,Black,Qe8,3q3r/r5k1/p4p2/3BpQp1/3p4/P7/1P3PP1/2R2RK1 b - - 2 36,Piece move,Non-capture,Central-related,Endgame blunder,Endgame conversion/collapse
207,2026.03.18,Black,loopiing,Loss,900+10,loopiing won by resignation,74,Endgame,e8g8,-380,-9995,9615,1000,Blunder,37,Black,Qg8,4q2r/r5k1/p4p2/4pQp1/3pB3/P7/1P3PP1/2R2RK1 b - - 4 37,Castling,Non-capture,Kingside-related,Endgame blunder,Castling blunder
209,2026.03.18,White,kingzki,Win,900+10,KatsMeow23 won by resignation,13,Opening,f1d3,-35,-380,345,345,Blunder,7,White,Bd3,rn1qk2r/pb1pbppp/1p2pn2/2p5/2PP4/2B1P3/PP1N1PPP/R2QKBNR w KQkq - 4 7,Piece move,Non-capture,Kingside-related,Opening blunder,Quiet move blunder
212,2026.03.18,Black,jimystar69,Win,900+10,KatsMeow23 won - game abandoned,40,Middlegame,a8e8,-33,-364,331,331,Blunder,20,Black,Rae8,r4rk1/p3bp1p/1p3qp1/2p5/4B3/PP2PN1b/2Q2PP1/3R1RK1 b - - 1 20,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
212,2026.03.18,Black,jimystar69,Win,900+10,KatsMeow23 won - game abandoned,46,Endgame,f7f5,438,-559,997,997,Blunder,23,Black,f5,4rrk1/p4p1p/1p2q1p1/2p3b1/4B3/PP2P2P/2Q2P1K/3R1R2 b - - 1 23,Pawn move,Non-capture,Kingside-related,Endgame blunder,Kingside weakening move
213,2026.03.18,Black,ziyoviddinabdurashidov,Loss,180+2,ziyoviddinabdurashidov won by checkmate,22,Middlegame,g5h3,162,-162,324,324,Blunder,11,Black,Nxh3+,r3k2r/pbqpbppp/1pn1p3/2p3n1/2NP4/2P2N1P/PP2BPP1/R1BQR1K1 b kq - 3 11,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
213,2026.03.18,Black,ziyoviddinabdurashidov,Loss,180+2,ziyoviddinabdurashidov won by checkmate,44,Middlegame,c7d8,230,-431,661,661,Blunder,22,Black,Qd8,4r1k1/pnqp2p1/1p2prNp/2p1Bp2/3P4/2PQ3P/PP3P2/R3R1K1 b - - 0 22,Pawn move,Non-capture,Queenside-related,Middlegame blunder,Pawn structure / push blunder
213,2026.03.18,Black,ziyoviddinabdurashidov,Loss,180+2,ziyoviddinabdurashidov won by checkmate,66,Endgame,f4h2,-769,-9997,9228,1000,Blunder,33,Black,Qh2,8/6pk/4Q2p/4Rp2/5q2/2P4P/PP3P2/R4K2 b - - 0 33,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
214,2026.03.18,White,Didier_GB,Loss,180+2,Didier_GB won on time,69,Endgame,h3h7,-146,-566,420,420,Blunder,35,White,Qxh7+,6k1/2p4p/4p1q1/3p1pP1/3P1P2/pr1rP2Q/4RK2/7R w - - 0 35,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
214,2026.03.18,White,Didier_GB,Loss,180+2,Didier_GB won on time,71,Endgame,h1f1,-507,-807,300,300,Blunder,36,White,Rf1,6k1/2p4q/4p3/3p1pP1/3P1P2/pr1rP3/4RK2/7R w - - 0 36,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
214,2026.03.18,White,Didier_GB,Loss,180+2,Didier_GB won on time,75,Endgame,f2f3,-660,-9997,9337,1000,Blunder,38,White,Kf3,6k1/2p4q/4p3/3p1pP1/3P1P2/3rP3/1p3K2/5R2 w - - 0 38,Pawn move,King move,Kingside-related,Endgame blunder,Unsafe king move
215,2026.03.17,White,ElreydelosLulos,Win,1/86400,KatsMeow23 won by checkmate,29,Middlegame,d1e2,554,234,320,320,Blunder,15,White,Qe2,rn3b1r/pp3kpp/2pp1q2/8/8/2NB1P2/PPP3PP/R2QR1K1 w - - 0 15,Piece move,Non-capture,Central-related,Early middlegame blunder,Quiet move blunder
216,2026.03.18,White,GauravRathi008,Win,180+2,KatsMeow23 won on time,25,Middlegame,f2f4,214,-699,913,913,Blunder,13,White,f4,rn2k2r/2ppqpp1/pp6/3PpP1p/1bP3n1/2NB4/PP1B1PPP/R2QR1K1 w kq - 0 13,Pawn move,Non-capture,Kingside-related,Early middlegame blunder,Kingside weakening move
218,2026.03.18,Black,TrentonRabuck12,Loss,180+2,TrentonRabuck12 won by checkmate,42,Middlegame,c7b6,42,-447,489,489,Blunder,21,Black,Qb6,3r1rk1/2q1bppp/p1p5/2N5/1p6/1P1P4/P4PPP/2RQR1K1 b - - 1 21,Pawn move,Non-capture,Queenside-related,Middlegame blunder,Pawn structure / push blunder
218,2026.03.18,Black,TrentonRabuck12,Loss,180+2,TrentonRabuck12 won by checkmate,46,Middlegame,b6c7,-158,-581,423,423,Blunder,23,Black,Qc7,5rk1/3NRppp/pqp5/3r4/1p6/1P1P4/P4PPP/2RQ2K1 b - - 2 23,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
218,2026.03.18,Black,TrentonRabuck12,Loss,180+2,TrentonRabuck12 won by checkmate,92,Endgame,d7d6,-974,-9994,9020,1000,Blunder,46,Black,Kd6,8/1Q1k4/7p/1R6/6P1/1P3P2/6PK/8 b - - 2 46,Pawn move,King move,Central-related,Endgame blunder,Unsafe king move
218,2026.03.18,Black,TrentonRabuck12,Loss,180+2,TrentonRabuck12 won by checkmate,96,Endgame,e7e8,-918,-9998,9080,1000,Blunder,48,Black,Ke8,8/4k3/1R5p/3Q4/6P1/1P3P2/6PK/8 b - - 6 48,Pawn move,King move,Central-related,Endgame blunder,Unsafe king move
219,2026.03.18,Black,ahmedlhaje,Loss,180+2,ahmedlhaje won by checkmate,52,Endgame,f4g3,373,-643,1016,1000,Blunder,26,Black,fxg3,r1bb1rk1/1p3p2/p7/P2pR2q/1P1P1p2/2B3P1/2Q2P1P/R5K1 b - - 3 26,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
219,2026.03.18,Black,ahmedlhaje,Loss,180+2,ahmedlhaje won by checkmate,58,Endgame,f5f4,-581,-1168,587,587,Blunder,29,Black,f4,r1bb2k1/1p3r2/p7/P2p1p1R/1P1P4/2B3P1/2Q4P/5RK1 b - - 2 29,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
219,2026.03.18,Black,ahmedlhaje,Loss,180+2,ahmedlhaje won by checkmate,66,Endgame,g7f7,-789,-9998,9209,1000,Blunder,33,Black,Rf7,r5k1/1pbb2r1/p4P2/P2p3R/1P1P4/2B5/2Q4P/5R1K b - - 0 33,Pawn move,Non-capture,Kingside-related,Endgame blunder,Kingside weakening move
221,2026.03.19,White,DIABLOxn01,Loss,180+2,DIABLOxn01 won on time,41,Endgame,d3h3,-93,-469,376,376,Blunder,21,White,Qh3,2r1r3/pb2p1k1/1p1q1pp1/3n4/2BP4/3Q4/PP4PP/R1B2RK1 w - - 0 21,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
222,2026.03.19,Black,nurzhan01110,Win,180+2,KatsMeow23 won on time,24,Middlegame,b5b4,176,-150,326,326,Blunder,12,Black,b4,r2qkb1r/1b1p2pp/p1n1pn2/1p4N1/3P4/P2BBQ2/1P3PPP/RN2K2R b KQkq - 1 12,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
222,2026.03.19,Black,nurzhan01110,Win,180+2,KatsMeow23 won on time,42,Endgame,f6e4,434,-28,462,462,Blunder,21,Black,Ne4,r2q1rk1/1b1p4/p4np1/R4pNp/5Q2/8/1P1N1PPP/5RK1 b - - 1 21,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
222,2026.03.19,Black,nurzhan01110,Win,180+2,KatsMeow23 won on time,46,Endgame,d7d6,320,-133,453,453,Blunder,23,Black,d6,r2q1rk1/1b1p4/p5p1/R3Q1Np/4p3/8/1P3PPP/5RK1 b - - 1 23,Pawn move,Non-capture,Central-related,Endgame blunder,Pawn structure / push blunder
224,2026.03.19,Black,piiyes,Win,180+2,KatsMeow23 won by resignation,22,Middlegame,f8e7,637,329,308,308,Blunder,11,Black,Be7,r1bqkb1r/1p4pp/p2ppn2/5nB1/4N3/8/PPPQ1PPP/R3KB1R b KQkq - 1 11,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
225,2026.03.19,Black,BOScrocodyle,Loss,180+2,BOScrocodyle won by checkmate,36,Middlegame,e6e5,-280,-904,624,624,Blunder,18,Black,e5,r3k1n1/3pq2r/p2bp1R1/1pp5/8/1P3Q2/PBPN1P2/R3K3 b Qq - 2 18,Piece move,Non-capture,Central-related,Middlegame blunder,Quiet move blunder
225,2026.03.19,Black,BOScrocodyle,Loss,180+2,BOScrocodyle won by checkmate,38,Middlegame,e8f7,-834,-9999,9165,1000,Blunder,19,Black,Kf7,Q3k1n1/3pq2r/p2b2R1/1pp1p3/8/1P6/PBPN1P2/R3K3 b Q - 0 19,Piece move,King move,Kingside-related,Middlegame blunder,Unsafe king move
227,2026.03.20,Black,Elijahfranz,Win,180+2,KatsMeow23 won on time,20,Opening,g7g6,762,-15,777,777,Blunder,10,Black,g6,r1bqk2r/1p1pb1pp/p3pn2/6BQ/3p4/P2P3P/1PP2PP1/RN2KB1R b KQkq - 1 10,Pawn move,Non-capture,Kingside-related,Opening blunder,Kingside weakening move
227,2026.03.20,Black,Elijahfranz,Win,180+2,KatsMeow23 won on time,34,Middlegame,f4f5,585,31,554,554,Blunder,17,Black,Rf5,r1b3k1/1pqp3p/p3p1p1/8/5r1b/P1NPQ2P/1P3PP1/R3KB1R b KQ - 4 17,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
228,2026.03.20,Black,lamequteck,Loss,180+2,lamequteck won by resignation,34,Middlegame,c8g4,-30,-411,381,381,Blunder,17,Black,Bg4,r1b1kbr1/5p2/p1qp1B1p/1p2p3/2p1P3/5B2/PPP2PPP/R2Q1RK1 b q - 2 17,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
229,2026.03.20,White,walidDz1,Loss,180+2,walidDz1 won by resignation,65,Middlegame,b5a3,623,226,397,397,Blunder,33,White,Na3,8/3k3p/2p3p1/1NP2p2/p2r4/4RP2/5P1P/5K2 w - - 0 33,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
229,2026.03.20,White,walidDz1,Loss,180+2,walidDz1 won by resignation,73,Endgame,e2d3,265,-296,561,561,Blunder,37,White,Kd3,8/2k4p/2p3p1/2P2p2/p7/N3RP2/r3KP1P/8 w - - 8 37,Pawn move,King move,Central-related,Endgame blunder,Unsafe king move
230,2026.03.20,White,Nikhil282588,Loss,180+2,Nikhil282588 won by checkmate,35,Middlegame,f5d6,661,162,499,499,Blunder,18,White,Nxd6,r4kr1/pp1n1q1p/2pp1n2/4pNB1/2PP4/8/PP3PPP/R2Q1RK1 w - - 8 18,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
230,2026.03.20,White,Nikhil282588,Loss,180+2,Nikhil282588 won by checkmate,55,Endgame,b7d6,503,-9999,10502,1000,Blunder,28,White,Nd6,6rk/pN6/5rqp/4Q3/2PR3P/8/PP3PP1/5RK1 w - - 0 28,Pawn move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
231,2026.03.20,Black,123lr,Win,180+2,KatsMeow23 won by checkmate,32,Middlegame,c6f3,9998,549,9449,1000,Blunder,16,Black,Qf3+,r3kb1r/p2p1ppp/2q1p3/1P6/8/P1N1P3/2PBKP1n/R2Q4 b kq - 0 16,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
231,2026.03.20,Black,123lr,Win,180+2,KatsMeow23 won by checkmate,58,Middlegame,f4g4,9998,948,9050,1000,Blunder,29,Black,Qg4+,r4rk1/1R3pp1/4p3/2b1n2p/3p1q2/8/2PNKP2/3Q4 b - - 5 29,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
231,2026.03.20,Black,123lr,Win,180+2,KatsMeow23 won by checkmate,64,Middlegame,d2c2,9997,1141,8856,1000,Blunder,32,Black,Qxc2,r4rk1/1R3pp1/4p3/2b1n2p/3p4/6K1/2Pq1P2/8 b - - 1 32,Pawn move,Capture,Queenside-related,Middlegame blunder,Unsafe capture
231,2026.03.20,Black,123lr,Win,180+2,KatsMeow23 won by checkmate,82,Endgame,e1g2,9999,1152,8847,1000,Blunder,41,Black,Ng2,r4rk1/5pp1/4p3/2b5/7p/5q2/3K4/3Rn3 b - - 0 41,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
232,2026.03.20,White,Dimeloy,Loss,180+2,Dimeloy won by checkmate,21,Middlegame,c1b2,112,-9998,10110,1000,Blunder,11,White,Bb2,r1bqk2r/ppp2p1p/4p1p1/4P3/2B1n3/1QP1P3/P4PPP/R1B1K2R w KQkq - 1 11,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
233,2026.03.20,White,KadenLucas,Loss,180+2,KadenLucas won by checkmate,31,Middlegame,c3a4,142,-340,482,482,Blunder,16,White,Nxa4,r4r2/1p1n1pbk/1qpp1np1/3Pp1Bp/p1P1P1PP/2N2P2/PP1Q4/2KR1B1R w - - 0 16,Piece move,Capture,Queenside-related,Middlegame blunder,Unsafe capture
234,2026.03.21,Black,Jscortes19,Loss,180+2,Jscortes19 won on time,12,Opening,c5f2,-3,-402,399,399,Blunder,6,Black,Bxf2+,r1bqk1nr/1p1p1ppp/p1n1p3/2b5/4P3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 6,Piece move,Capture,Kingside-related,Opening blunder,Unsafe capture
234,2026.03.21,Black,Jscortes19,Loss,180+2,Jscortes19 won on time,24,Middlegame,c6e5,185,-296,481,481,Blunder,12,Black,Nxe5,r1b1k2r/1p1p1ppp/p1n1p3/4N3/4P3/2NBB2P/PqP1Q1P1/R3K2R b kq - 0 12,Piece move,Capture,Queenside-related,Early middlegame blunder,Unsafe capture
234,2026.03.21,Black,Jscortes19,Loss,180+2,Jscortes19 won on time,46,Endgame,d4b3,-279,-9998,9719,1000,Blunder,23,Black,Nxb3,r1b2k2/2qp1p1p/p2NpB2/4P3/1p1n4/1R1BQ2P/P1P3r1/R3K3 b - - 1 23,Piece move,Capture,Queenside-related,Endgame blunder,Unsafe capture
235,2026.03.21,White,JamesElizondo007,Loss,180+2,JamesElizondo007 won on time,15,Opening,f1b5,449,77,372,372,Blunder,8,White,Bb5,r1b1k2r/pp3ppp/2nbpn2/q7/4P3/2N1BN2/PPP2PPP/R2QKB1R w KQkq - 2 8,Piece move,Non-capture,Kingside-related,Opening blunder,Quiet move blunder
235,2026.03.21,White,JamesElizondo007,Loss,180+2,JamesElizondo007 won on time,31,Middlegame,g1f2,497,57,440,440,Blunder,16,White,Kxf2,r1br2k1/1p3ppp/p3p3/q1B5/B3PQ2/2N2N2/PP3nPP/R5K1 w - - 0 16,Piece move,King move,Kingside-related,Middlegame blunder,Unsafe king move
235,2026.03.21,White,JamesElizondo007,Loss,180+2,JamesElizondo007 won on time,37,Middlegame,c3a4,588,-770,1358,1000,Blunder,19,White,Na4,r1b3k1/1p3ppp/p3p3/2q5/4PQ2/2N2NK1/PPBr2PP/R7 w - - 4 19,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,20,Opening,d8b6,-53,-424,371,371,Blunder,10,Black,Qb6,r1bqkb1r/3p1ppp/p1n2n2/2p1p3/1p2P3/1PPP1NP1/PB1N1PBP/R2Q1RK1 b kq - 1 10,Piece move,Non-capture,Queenside-related,Opening blunder,Quiet move blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,26,Middlegame,c6b4,60,-324,384,384,Blunder,13,Black,Nb4,r1b1kb1r/3p1ppp/pqn2n2/4p3/3pP3/1P3NP1/PB1N1PBP/R2Q1RK1 b kq - 1 13,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,44,Endgame,d7d6,208,-209,417,417,Blunder,22,Black,d6,r3k2r/1bqp1ppp/5n2/p3N1P1/2N1PQ2/1P6/P4PBP/B3b1K1 b kq - 0 22,Pawn move,Non-capture,Central-related,Endgame blunder,Pawn structure / push blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,48,Endgame,e8f7,-242,-676,434,434,Blunder,24,Black,Kxf7,r3k2r/1bq2N1p/3p1p2/p7/2N1PQ2/1P6/P4PBP/B3b1K1 b kq - 0 24,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,56,Endgame,e8d7,-700,-1000,300,300,Blunder,28,Black,Kd7,r3k3/1bq4p/3N1Q2/p7/4P3/1P6/P4PBP/B3b1K1 b - - 0 28,Piece move,King move,Central-related,Endgame blunder,Unsafe king move
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,58,Endgame,c7c6,-527,-9998,9471,1000,Blunder,29,Black,Qc6,r7/1bqk3p/3N1Q2/p3B3/4P3/1P6/P4PBP/4b1K1 b - - 2 29,Pawn move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
237,2026.03.21,White,graaaa25,Loss,180+2,graaaa25 won by resignation,37,Middlegame,d1c1,224,-244,468,468,Blunder,19,White,Rc1,3r3r/p5pp/2k5/4p2b/1b3Bn1/2N2N2/PP3PPP/3R1RK1 w - - 0 19,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
237,2026.03.21,White,graaaa25,Loss,180+2,graaaa25 won by resignation,45,Middlegame,c4a5,235,-358,593,593,Blunder,23,White,Na5+,3rr3/pk4pp/8/8/1bN5/2N5/PP2bPPP/2R2RK1 w - - 3 23,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
237,2026.03.21,White,graaaa25,Loss,180+2,graaaa25 won by resignation,69,Middlegame,a4a5,-383,-765,382,382,Blunder,35,White,a5,8/p1k3pp/4R3/8/P7/1b3P2/3r2PP/6K1 w - - 1 35,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
238,2026.03.21,Black,graaaa25,Loss,180+2,graaaa25 won by checkmate,28,Middlegame,b4d5,-92,-572,480,480,Blunder,14,Black,Nd5,r1bq1rk1/1p1p1pp1/pN2p2p/4P1b1/1n3P2/2N1Q3/PPP3PP/2KR1B1R b - - 0 14,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
238,2026.03.21,Black,graaaa25,Loss,180+2,graaaa25 won by checkmate,52,Endgame,e5c5,-360,-9999,9639,1000,Blunder,26,Black,Rec5,6k1/3R1pp1/p7/4r1p1/2r5/8/P1B3PP/2K4R b - - 1 26,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
241,2026.03.21,Black,paidelcampo,Loss,180+2,paidelcampo won by resignation,24,Middlegame,f5f4,296,-208,504,504,Blunder,12,Black,f4,r1bq1rk1/pp4pp/n2N4/2pPppb1/4P3/8/PPP1QPPP/1K1R1BNR b - - 0 12,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
