GameIndex,Date,Color,Opponent,Outcome,TimeControl,Termination,PlyIndex,Phase,MoveUCI,EvalBeforeCP,EvalAfterCP,RawCPLoss,CPLoss,MoveLabel,MoveNumber,SideToMove,MoveSAN,FENBefore,MoveTypeV1,SANTypeV1,BoardZoneV1,PhaseLabelV1,BlunderClassV2
2,2026.02.24,Black,benserra,Win,600,KatsMeow23 won by checkmate,28,Middlegame,b7b5,15,-293,308,308,Blunder,14,Black,b5,r1b2rk1/1p3ppp/p1q1pn2/8/8/2NBP3/PPP3PP/1R1Q1RK1 b - - 1 14,Pawn move,Non-capture,Queenside-related,Early middlegame blunder,Pawn structure / push blunder
8,2026.02.25,Black,kahfic,Loss,180+2,kahfic won on time,68,Endgame,g7g4,739,-443,1182,1000,Blunder,34,Black,Qg4,r4r1k/5pqp/8/5P2/2R4P/3p4/3N4/4QK2 b - - 2 34,Pawn move,Non-capture,Kingside-related,Endgame blunder,Kingside weakening move
9,2026.02.25,White,pogums,Loss,180+2,pogums won by checkmate,45,Middlegame,c1g5,-492,-9994,9502,1000,Blunder,23,White,Bxg5,2rk3r/1pq1p3/p4bQ1/1b4p1/2nP4/2P5/PP3RPP/R1B3K1 w - - 0 23,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
9,2026.02.25,White,pogums,Loss,180+2,pogums won by checkmate,47,Middlegame,g6g5,-607,-1004,397,397,Blunder,24,White,Qxg5,2rk3r/1pq1p3/p5Q1/1b4b1/2nP4/2P5/PP3RPP/R5K1 w - - 0 24,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
9,2026.02.25,White,pogums,Loss,180+2,pogums won by checkmate,57,Endgame,d5b7,-809,-9994,9185,1000,Blunder,29,White,Qxb7,2rk3r/1p1bp3/p7/3Q4/3P4/2P1K3/Pn3RP1/q7 w - - 2 29,Piece move,Capture,Queenside-related,Endgame blunder,Unsafe capture
9,2026.02.25,White,pogums,Loss,180+2,pogums won by checkmate,59,Endgame,e3f3,-1201,-9998,8797,1000,Blunder,30,White,Kf3,2rk3r/1Q1bp3/p7/8/3P4/2P1K3/Pn3RP1/4q3 w - - 1 30,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
10,2026.02.25,White,GodDiaoCP,Loss,180+2,GodDiaoCP won by resignation,41,Endgame,g2h3,-918,-9996,9078,1000,Blunder,21,White,Kh3,r5k1/p1p2ppp/8/8/3nq2P/P5P1/1P3PK1/7R w - - 0 21,Pawn move,King move,Kingside-related,Endgame blunder,Unsafe king move
11,2026.02.25,Black,atersigni,Loss,180+2,atersigni won on time,34,Middlegame,f6d5,153,-433,586,586,Blunder,17,Black,Nxd5,r4rk1/1b3ppp/p1n1pn2/1p1P4/1q3B2/1BN1QN1P/2PK1PP1/RR6 b - - 0 17,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
11,2026.02.25,Black,atersigni,Loss,180+2,atersigni won on time,42,Endgame,c6e5,415,-70,485,485,Blunder,21,Black,Ne5,r4rk1/1b3ppp/p1n1p3/1p6/4N3/1B3NPn/2PK1P2/R6R b - - 1 21,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
11,2026.02.25,Black,atersigni,Loss,180+2,atersigni won on time,44,Endgame,b7e4,504,-69,573,573,Blunder,22,Black,Bxe4,r4rk1/1b3ppp/p3p3/1p2n3/4N3/1B3NPR/2PK1P2/R7 b - - 0 22,Pawn move,Capture,Queenside-related,Endgame blunder,Unsafe capture
11,2026.02.25,Black,atersigni,Loss,180+2,atersigni won on time,48,Endgame,f7g6,-178,-497,319,319,Blunder,24,Black,fxg6,r4rk1/5ppp/p3p1N1/1p6/8/1B4PR/2PK1P2/R7 b - - 0 24,Pawn move,Capture,Kingside-related,Endgame blunder,Kingside weakening move
13,2026.02.25,Black,yayaya45,Loss,180+2,yayaya45 won on time,30,Middlegame,e7d6,137,-197,334,334,Blunder,15,Black,Bxd6,r1b2rk1/ppq1bppp/2nNpn2/8/2N2B2/P2B4/2PQ1PPP/R4RK1 b - - 0 15,Pawn move,Capture,Central-related,Early middlegame blunder,Unsafe capture
13,2026.02.25,Black,yayaya45,Loss,180+2,yayaya45 won on time,44,Endgame,b7b6,-40,-438,398,398,Blunder,22,Black,b6,2r2qk1/pp3p1p/4p1p1/6Qn/3nB3/P7/2P2PPP/3R1RK1 b - - 5 22,Pawn move,Non-capture,Queenside-related,Endgame blunder,Pawn structure / push blunder
14,2026.02.25,White,AkbarRizkiAA,Loss,180+2,AkbarRizkiAA won by checkmate,35,Middlegame,h4h5,405,-396,801,801,Blunder,18,White,h5,r1b1r1k1/1pp2p1p/p2q2p1/3P2P1/4PQ1P/8/PPP1BP2/2KR3R w - - 1 18,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
14,2026.02.25,White,AkbarRizkiAA,Loss,180+2,AkbarRizkiAA won by checkmate,61,Endgame,d3c4,-599,-9998,9399,1000,Blunder,31,White,Bc4,r3r3/5p1R/2p2kp1/q4P2/4P3/1p1B4/P7/1K5R w - - 2 31,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
15,2026.02.26,White,Anonymous10100101,Loss,180+2,Anonymous10100101 won by checkmate,97,Endgame,d4c5,-893,-9999,9106,1000,Blunder,49,White,Kc5,4k3/p7/1P3n2/6pp/PP1Kq3/8/6b1/8 w - - 1 49,Piece move,King move,Queenside-related,Endgame blunder,Unsafe king move
16,2026.02.26,Black,suhas81,Loss,600,suhas81 won by checkmate,40,Middlegame,g7g5,132,-223,355,355,Blunder,20,Black,g5,2kr3r/1bb3pp/p1n1p3/3p1p2/RP5q/2P1B2P/5PPN/1N1QR1K1 b - - 1 20,Pawn move,Non-capture,Kingside-related,Middlegame blunder,Kingside weakening move
16,2026.02.26,Black,suhas81,Loss,600,suhas81 won by checkmate,60,Middlegame,d6h2,621,-88,709,709,Blunder,30,Black,Qh2+,2k4r/2b1n2p/p2qp3/5p2/R7/N4P1P/5P2/2Q1R1K1 b - - 0 30,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
16,2026.02.26,Black,suhas81,Loss,600,suhas81 won by checkmate,64,Middlegame,c8d7,31,-454,485,485,Blunder,32,Black,Kd7,2k4r/2b4p/R3p3/3n1p2/8/N4P1P/5P1q/2Q1RK2 b - - 0 32,Piece move,King move,Queenside-related,Middlegame blunder,Unsafe king move
16,2026.02.26,Black,suhas81,Loss,600,suhas81 won by checkmate,66,Middlegame,d7e7,-729,-9992,9263,1000,Blunder,33,Black,Ke7,7r/2bk3p/R1Q1p3/3n1p2/8/N4P1P/5P1q/4RK2 b - - 2 33,Pawn move,King move,Central-related,Middlegame blunder,Unsafe king move
16,2026.02.26,Black,suhas81,Loss,600,suhas81 won by checkmate,68,Middlegame,e7f6,5,-377,382,382,Blunder,34,Black,Kf6,7r/2b1k2p/R3p3/2Qn1p2/8/N4P1P/5P1q/4RK2 b - - 4 34,Pawn move,King move,Kingside-related,Middlegame blunder,Unsafe king move
17,2026.02.26,Black,Ch3ssPl2y3r,Loss,600,Ch3ssPl2y3r won by resignation,44,Endgame,c6e5,80,-359,439,439,Blunder,22,Black,Nxe5,r3nrk1/2q1b1pp/2n1p3/p2pP3/2pN4/P1P4P/B3QPP1/1RBR2K1 b - - 1 22,Piece move,Capture,Queenside-related,Endgame blunder,Unsafe capture
18,2026.02.26,White,marufansari,Win,600,KatsMeow23 won by resignation,23,Middlegame,e4d6,113,-367,480,480,Blunder,12,White,Nd6+,rnb1k2r/p2p1pp1/1pp1p2p/3n4/3PN3/q1PBP3/P1QB1PPP/R3K2R w KQkq - 0 12,Piece move,Non-capture,Central-related,Early middlegame blunder,Quiet move blunder
19,2026.02.26,Black,lolAtharva,Loss,180+2,lolAtharva won on time,36,Middlegame,g4f6,242,-75,317,317,Blunder,18,Black,Nf6,r1b2rk1/3p1ppp/pN2p3/1n2q3/4P1n1/3Q2PP/P2N1P2/2R2RK1 b - - 0 18,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
20,2026.02.26,White,Qxj7,Loss,600,Qxj7 won by resignation,31,Middlegame,f2f4,-24,-333,309,309,Blunder,16,White,f4,r2qr1k1/1pp1bp1p/p4npB/4p3/4P3/3Q4/PPP2PPP/RN3RK1 w - - 3 16,Pawn move,Non-capture,Kingside-related,Middlegame blunder,Kingside weakening move
20,2026.02.26,White,Qxj7,Loss,600,Qxj7 won by resignation,43,Middlegame,c3d5,97,-357,454,454,Blunder,22,White,Nd5,4r1k1/1pp2p1p/p5p1/4p1P1/4P3/2Nrn3/PP3RPP/R5K1 w - - 0 22,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
20,2026.02.26,White,Qxj7,Loss,600,Qxj7 won by resignation,89,Middlegame,h1h7,9995,0,9995,1000,Blunder,45,White,Rhh7,5k2/1pp1R3/6p1/5pK1/8/2r5/1p6/7R w - - 2 45,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
20,2026.02.26,White,Qxj7,Loss,600,Qxj7 won by resignation,93,Endgame,g5g6,0,-658,658,658,Blunder,47,White,Kxg6,6k1/1pp1RR2/6p1/5pK1/8/2r5/8/1q6 w - - 2 47,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
21,2026.02.26,White,moeid14,Loss,180+2,moeid14 won on time,17,Opening,d1d2,161,-168,329,329,Blunder,9,White,Qd2,r1bqk2r/ppp1n1p1/2n1p2p/b2pPpB1/3P4/2P2N2/PP2BPPP/RN1Q1RK1 w kq - 0 9,Piece move,Non-capture,Central-related,Opening blunder,Quiet move blunder
21,2026.02.26,White,moeid14,Loss,180+2,moeid14 won on time,45,Middlegame,h6h7,9998,-356,10354,1000,Blunder,23,White,Qh7+,2q1r1r1/ppp1k3/1bn1p1pQ/2NpPp2/3P4/2P5/PP3PPP/R4RK1 w - - 10 23,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
21,2026.02.26,White,moeid14,Loss,180+2,moeid14 won on time,65,Middlegame,b5c4,183,-166,349,349,Blunder,33,White,Qxc4,4r2r/2pk3q/1pn1p1p1/1Q2Pp2/2pP4/7P/P4PP1/R4RK1 w - - 0 33,Piece move,Capture,Queenside-related,Middlegame blunder,Unsafe capture
21,2026.02.26,White,moeid14,Loss,180+2,moeid14 won on time,67,Endgame,a1d1,232,-126,358,358,Blunder,34,White,Rad1,4r2r/2pk3q/1pn1p3/4Ppp1/2QP4/7P/P4PP1/R4RK1 w - - 0 34,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
21,2026.02.26,White,moeid14,Loss,180+2,moeid14 won on time,69,Endgame,g1h2,101,-291,392,392,Blunder,35,White,Kh2,4r2r/2pk3q/1pn1p3/4Pp2/2QP2p1/7P/P4PP1/3R1RK1 w - - 0 35,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
21,2026.02.26,White,moeid14,Loss,180+2,moeid14 won on time,71,Endgame,h2g3,-253,-9996,9743,1000,Blunder,36,White,Kg3,4r2r/2pk3q/1pn1p3/4Pp2/2QP4/7p/P4PPK/3R1R2 w - - 0 36,Pawn move,King move,Kingside-related,Endgame blunder,Unsafe king move
21,2026.02.26,White,moeid14,Loss,180+2,moeid14 won on time,73,Endgame,f1g1,-610,-9997,9387,1000,Blunder,37,White,Rg1,4r2r/2pk3q/1pn1p3/4Pp2/2QP4/6K1/P4Pp1/3R1R2 w - - 0 37,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
21,2026.02.26,White,moeid14,Loss,180+2,moeid14 won on time,77,Endgame,d4d5,-432,-963,531,531,Blunder,39,White,d5,4r1r1/2pk2q1/1pn1p3/4Pp2/2QP4/5K2/P4Pp1/3R2R1 w - - 4 39,Piece move,Non-capture,Central-related,Endgame blunder,Endgame conversion/collapse
21,2026.02.26,White,moeid14,Loss,180+2,moeid14 won on time,83,Endgame,d5d7,9999,-538,10537,1000,Blunder,42,White,Qd7+,2k1r1r1/2p1n1q1/1p2P3/3Q1p2/8/5K2/P4Pp1/3R2R1 w - - 1 42,Piece move,Non-capture,Central-related,Endgame blunder,Endgame conversion/collapse
23,2026.02.26,White,ProgressMaharjan,Loss,180+2,ProgressMaharjan won by checkmate,41,Middlegame,c3b5,343,-70,413,413,Blunder,21,White,Nb5,r6r/1p1k3p/4b2n/p2pPp1P/P2P1P2/1qN5/3Q4/R1B1K2R w KQ - 0 21,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
23,2026.02.26,White,ProgressMaharjan,Loss,180+2,ProgressMaharjan won by checkmate,43,Middlegame,e1d1,42,-327,369,369,Blunder,22,White,Kd1,r6r/1p1k3p/4b2n/pN1pPp1P/P2P1P2/6q1/3Q4/R1B1K2R w KQ - 2 22,Piece move,King move,Central-related,Middlegame blunder,Unsafe king move
23,2026.02.26,White,ProgressMaharjan,Loss,180+2,ProgressMaharjan won by checkmate,63,Endgame,b7a5,-35,-475,440,440,Blunder,32,White,Nxa5,7r/1N1k2rp/4b2n/p2pPp1P/P2P1P2/B4K2/8/R7 w - - 1 32,Pawn move,Capture,Queenside-related,Endgame blunder,Unsafe capture
23,2026.02.26,White,ProgressMaharjan,Loss,180+2,ProgressMaharjan won by checkmate,67,Endgame,e2d3,-612,-9999,9387,1000,Blunder,34,White,Kd3,6r1/3k3p/4b2n/N2pPp1P/P2P1P2/B7/4K1r1/R7 w - - 3 34,Pawn move,King move,Central-related,Endgame blunder,Unsafe king move
25,2026.02.27,White,CThom173,Loss,180+2,CThom173 won by checkmate,51,Endgame,d3e2,-133,-534,401,401,Blunder,26,White,Be2,r3r1k1/1p4p1/p4pp1/3p4/8/3B1R1P/Pb4P1/5R1K w - - 0 26,Piece move,Non-capture,Central-related,Endgame blunder,Quiet move blunder
25,2026.02.27,White,CThom173,Loss,180+2,CThom173 won by checkmate,65,Endgame,f1f3,-728,-9998,9270,1000,Blunder,33,White,Rf3,4r1k1/1p4p1/p4p2/4b2R/8/3p4/P3r1P1/5R1K w - - 0 33,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
25,2026.02.27,White,CThom173,Loss,180+2,CThom173 won by checkmate,67,Endgame,f3h3,-879,-9999,9120,1000,Blunder,34,White,Rfh3,4r1k1/1p4p1/p4p2/4b2R/8/5R2/P2pr1P1/7K w - - 0 34,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
26,2026.02.27,White,Two_IPhone,Loss,180+2,Two_IPhone won on time,29,Middlegame,e2g2,362,-405,767,767,Blunder,15,White,Qg2,r3k2r/ppp2ppp/2np2b1/8/2NNP2q/2P2PnB/PP1KQ2P/R6R w kq - 4 15,Pawn move,Non-capture,Kingside-related,Early middlegame blunder,Kingside weakening move
26,2026.02.27,White,Two_IPhone,Loss,180+2,Two_IPhone won on time,37,Middlegame,a5c6,-280,-631,351,351,Blunder,19,White,Nxc6,1r2k2r/p1p2ppp/2pp2b1/N7/4P2q/2P2P1B/PP1K2QP/7R w k - 2 19,Piece move,Capture,Queenside-related,Middlegame blunder,Unsafe capture
29,2026.02.27,White,Jackdypro,Win,600,KatsMeow23 won by resignation,65,Endgame,g5g6,9995,1131,8864,1000,Blunder,33,White,g6,8/5R2/p2k4/3p2P1/3P4/1P1K4/P4P2/R7 w - - 5 33,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
30,2026.02.27,Black,Mhunz-Gambit,Win,600,KatsMeow23 won by checkmate,82,Endgame,f4g3,9997,906,9091,1000,Blunder,41,Black,Bg3,4r3/7p/p4k2/5b1p/P4b2/3p1K1P/R3p1P1/4N2n b - - 3 41,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
31,2026.02.27,White,Ajax992,Win,600,KatsMeow23 won by checkmate,23,Middlegame,e1g1,122,-415,537,537,Blunder,12,White,O-O,r1q1k1nr/pppbb1pp/3p4/4n3/2B1P3/1Q6/PPP2PPP/RNB1K2R w KQkq - 2 12,Castling,Castling,Kingside-related,Early middlegame blunder,Castling blunder
31,2026.02.27,White,Ajax992,Win,600,KatsMeow23 won by checkmate,25,Middlegame,f2f4,153,-408,561,561,Blunder,13,White,f4,r1q1k1nr/pppb2pp/3p1b2/4n3/2B1P3/1Q6/PPP2PPP/RNB2RK1 w kq - 4 13,Pawn move,Non-capture,Kingside-related,Early middlegame blunder,Kingside weakening move
32,2026.02.27,Black,facucolombo,Win,600,KatsMeow23 won by resignation,48,Middlegame,e4g5,905,160,745,745,Blunder,24,Black,Nxg5,r6r/3pkp2/p3p1p1/1p4R1/3pn2p/P3Q3/BPP1KP1P/R5Nq b - - 1 24,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
32,2026.02.27,Black,facucolombo,Win,600,KatsMeow23 won by resignation,58,Middlegame,h2d6,302,-168,470,470,Blunder,29,Black,Qd6,r6r/3pkp2/p3p1p1/1p1B4/8/P3Q2p/1PP1KP1q/R5N1 b - - 1 29,Pawn move,Non-capture,Kingside-related,Middlegame blunder,Kingside weakening move
32,2026.02.27,Black,facucolombo,Win,600,KatsMeow23 won by resignation,62,Endgame,h8h5,37,-275,312,312,Blunder,31,Black,Rh5,B6r/3pkp2/p2qp1p1/1p6/8/P3Q2N/1PP1KP1p/R7 b - - 1 31,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
33,2026.02.27,Black,SilverMike,Win,600,KatsMeow23 won by resignation,20,Opening,e8g8,-81,-399,318,318,Blunder,10,Black,O-O,rn1qk2r/5ppp/p2bb3/1pp3N1/6n1/P1N5/1PP2PPP/R1BQKB1R b KQkq - 1 10,Castling,Castling,Kingside-related,Opening blunder,Castling blunder
34,2026.02.27,Black,KR_YOU,Win,600,KatsMeow23 won by resignation,58,Endgame,g4h3,450,-697,1147,1000,Blunder,29,Black,Qh3+,8/3p3Q/3kp3/8/6q1/8/2P2P1P/r3NK2 b - - 2 29,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
36,2026.02.27,White,M_R_Dharun,Win,600,KatsMeow23 won by checkmate,13,Opening,c1f4,643,262,381,381,Blunder,7,White,Bf4,rnb1k1nr/pp1pb1pp/2p2pq1/4P3/2B1P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 2 7,Piece move,Non-capture,Kingside-related,Opening blunder,Quiet move blunder
36,2026.02.27,White,M_R_Dharun,Win,600,KatsMeow23 won by checkmate,17,Opening,a2a4,613,233,380,380,Blunder,9,White,a4,rnb1k1nr/3pb1pp/2p2pq1/pp2P3/4PB2/1BN2N2/PPP2PPP/R2QK2R w KQkq - 0 9,Pawn move,Non-capture,Queenside-related,Opening blunder,Pawn structure / push blunder
36,2026.02.27,White,M_R_Dharun,Win,600,KatsMeow23 won by checkmate,29,Middlegame,e4e5,434,33,401,401,Blunder,15,White,e5,r1b1k2r/3p2pp/n1p2nq1/p7/Pp2P3/1Bb2NN1/2PB1PPP/1R1QK2R w Kkq - 4 15,Piece move,Non-capture,Central-related,Early middlegame blunder,Quiet move blunder
36,2026.02.27,White,M_R_Dharun,Win,600,KatsMeow23 won by checkmate,31,Middlegame,b3f7,41,-302,343,343,Blunder,16,White,Bf7+,r1b1k2r/3p2pp/n1p3q1/p3P3/Pp2n3/1Bb2NN1/2PB1PPP/1R1QK2R w Kkq - 1 16,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
37,2026.02.27,White,redfernangel,Loss,600,redfernangel won by resignation,21,Middlegame,e5e6,221,-182,403,403,Blunder,11,White,e6,r2qk1nr/pbp2ppp/1p6/2bpP3/2B2Q2/8/PPP2PPP/RNB2RK1 w kq d6 0 11,Piece move,Non-capture,Central-related,Early middlegame blunder,Quiet move blunder
37,2026.02.27,White,redfernangel,Loss,600,redfernangel won by resignation,29,Middlegame,c1g5,5,-574,579,579,Blunder,15,White,Bg5,r2qk2r/pb4pp/1ppbpn2/3p4/6Q1/3B4/PPP2PPP/RNB2RK1 w kq - 4 15,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
37,2026.02.27,White,redfernangel,Loss,600,redfernangel won by resignation,31,Middlegame,b1c3,-141,-538,397,397,Blunder,16,White,Nc3,r3k2r/pb2q1pp/1ppbpn2/3p2B1/6Q1/3B4/PPP2PPP/RN3RK1 w kq - 6 16,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
37,2026.02.27,White,redfernangel,Loss,600,redfernangel won by resignation,41,Endgame,g4h4,-397,-9996,9599,1000,Blunder,21,White,Qh4,2k3rr/pb2q2p/1p1bpp2/2p5/3p1PQ1/3B4/PPP1N1PP/4RRK1 w - - 2 21,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
38,2026.02.27,Black,zaneharb08,Loss,180+2,zaneharb08 won on time,34,Middlegame,c6d4,263,-250,513,513,Blunder,17,Black,Nd4,1B2k2r/1b2bppp/p1n1pn2/8/2N1P3/3P1P2/PPP3PP/R3K2R b KQk - 0 17,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
39,2026.02.27,White,anShhh17,Win,180+2,KatsMeow23 won on time,27,Middlegame,h4e7,508,85,423,423,Blunder,14,White,Qxe7,2kr3r/p1p1qppp/1p6/2bnP3/6bQ/2N5/PPPB2PP/2K1RB1R w - - 1 14,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
39,2026.02.27,White,anShhh17,Win,180+2,KatsMeow23 won on time,113,Middlegame,b4b5,9999,753,9246,1000,Blunder,57,White,b5+,8/R5r1/2kN4/2P5/PP6/1K1B4/8/8 w - - 5 57,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
39,2026.02.27,White,anShhh17,Win,180+2,KatsMeow23 won on time,115,Middlegame,a7c7,749,310,439,439,Blunder,58,White,Rc7+,8/R5r1/3N4/1Pk5/P7/1K1B4/8/8 w - - 0 58,Pawn move,Non-capture,Queenside-related,Middlegame blunder,Pawn structure / push blunder
40,2026.02.27,Black,Giecchio,Loss,180+2,Giecchio won by resignation,32,Middlegame,d7e6,271,-578,849,849,Blunder,16,Black,Qe6,r3k1nr/3q2bp/p2p1pp1/1ppN4/3PP3/2P2Q1P/PP3P1P/2R2RK1 b kq - 0 16,Pawn move,Non-capture,Central-related,Middlegame blunder,Pawn structure / push blunder
41,2026.02.28,White,timmy52514,Win,180+2,KatsMeow23 won - game abandoned,21,Middlegame,e1g1,164,-506,670,670,Blunder,11,White,O-O,r2qkbnr/p5pp/1pp1bp2/3pP3/3Q1P2/3B4/PPP3PP/RNB1K2R w KQkq - 0 11,Castling,Castling,Kingside-related,Early middlegame blunder,Castling blunder
43,2026.02.28,White,Igor_Sant_ana,Loss,180+2,Igor_Sant_ana won by checkmate,17,Opening,f1d3,101,-293,394,394,Blunder,9,White,Bd3,r1b1k1nr/pppp1ppp/8/8/1q1bP3/2N2Q2/PPP2PPP/R1B1KB1R w KQkq - 7 9,Piece move,Non-capture,Kingside-related,Opening blunder,Quiet move blunder
43,2026.02.28,White,Igor_Sant_ana,Loss,180+2,Igor_Sant_ana won by checkmate,25,Middlegame,g2g3,627,-41,668,668,Blunder,13,White,g3,r1b1k1nr/ppp2ppp/3p4/8/4P3/2qB1Q2/PRP2PPP/2B2K1R w kq - 0 13,Pawn move,Non-capture,Kingside-related,Early middlegame blunder,Kingside weakening move
43,2026.02.28,White,Igor_Sant_ana,Loss,180+2,Igor_Sant_ana won by checkmate,27,Middlegame,f1g2,565,-71,636,636,Blunder,14,White,Kg2,r1b1k2r/ppp2ppp/3p1n2/8/4P3/2qB1QP1/PRP2P1P/2B2K1R w kq - 1 14,Piece move,King move,Kingside-related,Early middlegame blunder,Unsafe king move
43,2026.02.28,White,Igor_Sant_ana,Loss,180+2,Igor_Sant_ana won by checkmate,29,Middlegame,f3e3,572,28,544,544,Blunder,15,White,Qe3,r3k2r/ppp2ppp/3p1n2/8/4P1b1/2qB1QP1/PRP2PKP/2B4R w kq - 3 15,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
43,2026.02.28,White,Igor_Sant_ana,Loss,180+2,Igor_Sant_ana won by checkmate,31,Middlegame,e4e5,299,-193,492,492,Blunder,16,White,e5,2kr3r/ppp2ppp/3p1n2/8/4P1b1/2qBQ1P1/PRP2PKP/2B4R w - - 5 16,Piece move,Non-capture,Central-related,Middlegame blunder,Quiet move blunder
43,2026.02.28,White,Igor_Sant_ana,Loss,180+2,Igor_Sant_ana won by checkmate,35,Middlegame,g2f1,-176,-9999,9823,1000,Blunder,18,White,Kf1,2kr3r/Qpp2ppp/3p1n2/3q4/6b1/3B2P1/PRP2PKP/2B4R w - - 1 18,Pawn move,King move,Kingside-related,Middlegame blunder,Unsafe king move
44,2026.02.28,Black,Abdelazizdj,Win,180+2,KatsMeow23 won on time,16,Opening,b2b4,-210,-512,302,302,Blunder,8,Black,Qb4+,r1b1kb1r/pp1p1ppp/2n1pn2/1Np5/2P1PB2/3P1N2/Pq3PPP/R2QKB1R b KQkq - 1 8,Pawn move,Non-capture,Queenside-related,Opening blunder,Pawn structure / push blunder
45,2026.02.28,Black,HAYDARTAABATA123456789,Win,180+2,KatsMeow23 won by resignation,72,Endgame,g5e4,9997,753,9244,1000,Blunder,36,Black,Ne4,7r/4k1p1/p2p1p2/6n1/2P5/1N2p1p1/P5P1/6K1 b - - 1 36,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
46,2026.02.28,White,chovochobo,Loss,600,chovochobo won by resignation,33,Middlegame,e2g4,-257,-637,380,380,Blunder,17,White,Qg4,r1bqr1k1/ppppbp1p/6p1/1R6/3NB3/8/P1P1QPPP/5RK1 w - - 2 17,Pawn move,Non-capture,Kingside-related,Middlegame blunder,Kingside weakening move
47,2026.02.28,Black,vivekmhw,Win,600,KatsMeow23 won by resignation,18,Opening,d8c7,-107,-540,433,433,Blunder,9,Black,Qc7,r1bqk1nr/1p1pb1pp/p3pp2/2p1P3/P1P2B2/2N2Q2/1PP2PPP/R3K1NR b KQkq - 1 9,Piece move,Non-capture,Queenside-related,Opening blunder,Quiet move blunder
48,2026.02.28,Black,Narciso59,Loss,600,Narciso59 won by resignation,22,Middlegame,f4g2,31,-279,310,310,Blunder,11,Black,Nxg2,r1b1k2r/pp1nqppp/3p4/2pPp3/2P1Pn2/3B1N2/PP2NPPP/R2Q1RK1 b kq - 3 11,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
48,2026.02.28,Black,Narciso59,Loss,600,Narciso59 won by resignation,26,Middlegame,f6g6,220,-340,560,560,Blunder,13,Black,Qg6,r1b1k2r/pp1n1ppp/3p1q2/2pPp3/2P1P3/3B1N2/PP2NP1P/R2Q1R1K b kq - 2 13,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
51,2026.02.28,White,Largo3893,Win,600,KatsMeow23 won by resignation,57,Middlegame,c7c8,642,40,602,602,Blunder,29,White,Qc8,1r6/1PQnkp2/2P1q1p1/5b1p/3ppP2/4P2P/P3B1P1/2KR3R w - - 0 29,Pawn move,Non-capture,Queenside-related,Middlegame blunder,Pawn structure / push blunder
51,2026.02.28,White,Largo3893,Win,600,KatsMeow23 won by resignation,61,Endgame,c6d7,303,0,303,303,Blunder,31,White,cxd7,2Q5/3nkp2/2P3p1/5b1p/3ppP2/4P2P/q3B1P1/2KR3R w - - 0 31,Piece move,Capture,Queenside-related,Endgame blunder,Unsafe capture
